时间,负荷,最高温度℃,最低温度℃,平均温度℃,相对湿度(平均),降雨量（mm）
2018/3/31 19:30,7905.486208,21.2,18.8,20,95,95.4
2018/3/31 19:45,7831.556416,21.2,18.8,20,95,95.4
2018/3/31 20:00,7731.145984,21.2,18.8,20,95,95.4
2018/3/31 20:15,7697.073472,21.2,18.8,20,95,95.4
2018/3/31 20:30,7680.166528,21.2,18.8,20,95,95.4
2018/3/31 20:45,7659.333952,21.2,18.8,20,95,95.4
2018/3/31 21:00,7474.247488,21.2,18.8,20,95,95.4
2018/3/31 21:15,7351.407328,21.2,18.8,20,95,95.4
2018/3/31 21:30,7206.732832,21.2,18.8,20,95,95.4
2018/3/31 21:45,7058.96128,21.2,18.8,20,95,95.4
2018/3/31 22:00,6828.115936,21.2,18.8,20,95,95.4
2018/3/31 22:15,6682.346368,21.2,18.8,20,95,95.4
2018/3/31 22:30,6478.542304,21.2,18.8,20,95,95.4
2018/3/31 22:45,6236.341984,21.2,18.8,20,95,95.4
2018/3/31 23:00,6012.294976,21.2,18.8,20,95,95.4
2018/3/31 23:15,5774.444704,21.2,18.8,20,95,95.4
2018/3/31 23:30,5555.154496,21.2,18.8,20,95,95.4
2018/3/31 23:45,5352.327808,21.2,18.8,20,95,95.4
2018/4/1 0:00,5182.977856,22.2,18.7,19.9,94,23.5
2018/4/1 0:15,5079.717376,22.2,18.7,19.9,94,23.5
2018/4/1 0:30,5020.5616,22.2,18.7,19.9,94,23.5
2018/4/1 0:45,4984.910272,22.2,18.7,19.9,94,23.5
2018/4/1 1:00,4922.26,22.2,18.7,19.9,94,23.5
2018/4/1 1:15,4886.654176,22.2,18.7,19.9,94,23.5
2018/4/1 1:30,4824.196096,22.2,18.7,19.9,94,23.5
2018/4/1 1:45,4777.014976,22.2,18.7,19.9,94,23.5
2018/4/1 2:00,4745.493472,22.2,18.7,19.9,94,23.5
2018/4/1 2:15,4716.597856,22.2,18.7,19.9,94,23.5
2018/4/1 2:30,4677.853792,22.2,18.7,19.9,94,23.5
2018/4/1 2:45,4663.143904,22.2,18.7,19.9,94,23.5
2018/4/1 3:00,4623.4792,22.2,18.7,19.9,94,23.5
2018/4/1 3:15,4605.3208,22.2,18.7,19.9,94,23.5
2018/4/1 3:30,4572.257056,22.2,18.7,19.9,94,23.5
2018/4/1 3:45,4568.14144,22.2,18.7,19.9,94,23.5
2018/4/1 4:00,4552.417216,22.2,18.7,19.9,94,23.5
2018/4/1 4:15,4523.037856,22.2,18.7,19.9,94,23.5
2018/4/1 4:30,4489.86112,22.2,18.7,19.9,94,23.5
2018/4/1 4:45,4487.429728,22.2,18.7,19.9,94,23.5
2018/4/1 5:00,4518.449728,22.2,18.7,19.9,94,23.5
2018/4/1 5:15,4498.726528,22.2,18.7,19.9,94,23.5
2018/4/1 5:30,4522.085344,22.2,18.7,19.9,94,23.5
2018/4/1 5:45,4547.32144,22.2,18.7,19.9,94,23.5
2018/4/1 6:00,4588.396576,22.2,18.7,19.9,94,23.5
2018/4/1 6:15,4686.376096,22.2,18.7,19.9,94,23.5
2018/4/1 6:30,4760.848288,22.2,18.7,19.9,94,23.5
2018/4/1 6:45,4901.275936,22.2,18.7,19.9,94,23.5
2018/4/1 7:00,4985.427808,22.2,18.7,19.9,94,23.5
2018/4/1 7:15,5161.937536,22.2,18.7,19.9,94,23.5
2018/4/1 7:30,5353.591552,22.2,18.7,19.9,94,23.5
2018/4/1 7:45,5701.349728,22.2,18.7,19.9,94,23.5
2018/4/1 8:00,6551.493472,22.2,18.7,19.9,94,23.5
2018/4/1 8:15,7413.768448,22.2,18.7,19.9,94,23.5
2018/4/1 8:30,7798.723744,22.2,18.7,19.9,94,23.5
2018/4/1 8:45,8025.890272,22.2,18.7,19.9,94,23.5
2018/4/1 9:00,8146.715296,22.2,18.7,19.9,94,23.5
2018/4/1 9:15,8289.708448,22.2,18.7,19.9,94,23.5
2018/4/1 9:30,8361.435616,22.2,18.7,19.9,94,23.5
2018/4/1 9:45,8453.048128,22.2,18.7,19.9,94,23.5
2018/4/1 10:00,8522.586208,22.2,18.7,19.9,94,23.5
2018/4/1 10:15,8581.886848,22.2,18.7,19.9,94,23.5
2018/4/1 10:30,8669.487808,22.2,18.7,19.9,94,23.5
2018/4/1 10:45,8710.562464,22.2,18.7,19.9,94,23.5
2018/4/1 11:00,8702.955616,22.2,18.7,19.9,94,23.5
2018/4/1 11:15,8672.043424,22.2,18.7,19.9,94,23.5
2018/4/1 11:30,8463.783424,22.2,18.7,19.9,94,23.5
2018/4/1 11:45,8080.406848,22.2,18.7,19.9,94,23.5
2018/4/1 12:00,7137.571072,22.2,18.7,19.9,94,23.5
2018/4/1 12:15,6368.585344,22.2,18.7,19.9,94,23.5
2018/4/1 12:30,6309.357376,22.2,18.7,19.9,94,23.5
2018/4/1 12:45,6331.293952,22.2,18.7,19.9,94,23.5
2018/4/1 13:00,6454.815136,22.2,18.7,19.9,94,23.5
2018/4/1 13:15,6644.58112,22.2,18.7,19.9,94,23.5
2018/4/1 13:30,7228.122304,22.2,18.7,19.9,94,23.5
2018/4/1 13:45,7892.38096,22.2,18.7,19.9,94,23.5
2018/4/1 14:00,8070.372832,22.2,18.7,19.9,94,23.5
2018/4/1 14:15,8209.59904,22.2,18.7,19.9,94,23.5
2018/4/1 14:30,8273.866528,22.2,18.7,19.9,94,23.5
2018/4/1 14:45,8334.630592,22.2,18.7,19.9,94,23.5
2018/4/1 15:00,8358.342784,22.2,18.7,19.9,94,23.5
2018/4/1 15:15,8392.208128,22.2,18.7,19.9,94,23.5
2018/4/1 15:30,8426.410048,22.2,18.7,19.9,94,23.5
2018/4/1 15:45,8477.92,22.2,18.7,19.9,94,23.5
2018/4/1 16:00,8547.486208,22.2,18.7,19.9,94,23.5
2018/4/1 16:15,8615.75968,22.2,18.7,19.9,94,23.5
2018/4/1 16:30,8661.205984,22.2,18.7,19.9,94,23.5
2018/4/1 16:45,8594.874976,22.2,18.7,19.9,94,23.5
2018/4/1 17:00,8479.91968,22.2,18.7,19.9,94,23.5
2018/4/1 17:15,8302.77808,22.2,18.7,19.9,94,23.5
2018/4/1 17:30,7740.204064,22.2,18.7,19.9,94,23.5
2018/4/1 17:45,7274.586208,22.2,18.7,19.9,94,23.5
2018/4/1 18:00,7191.554656,22.2,18.7,19.9,94,23.5
2018/4/1 18:15,7326.070048,22.2,18.7,19.9,94,23.5
2018/4/1 18:30,7672.986208,22.2,18.7,19.9,94,23.5
2018/4/1 18:45,7998.785344,22.2,18.7,19.9,94,23.5
2018/4/1 19:00,8193.733792,22.2,18.7,19.9,94,23.5
2018/4/1 19:15,8261.137216,22.2,18.7,19.9,94,23.5
2018/4/1 19:30,8190.9616,22.2,18.7,19.9,94,23.5
2018/4/1 19:45,8190.88192,22.2,18.7,19.9,94,23.5
2018/4/1 20:00,8016.46192,22.2,18.7,19.9,94,23.5
2018/4/1 20:15,7976.724064,22.2,18.7,19.9,94,23.5
2018/4/1 20:30,7966.226368,22.2,18.7,19.9,94,23.5
2018/4/1 20:45,7956.513472,22.2,18.7,19.9,94,23.5
2018/4/1 21:00,7778.62144,22.2,18.7,19.9,94,23.5
2018/4/1 21:15,7654.394656,22.2,18.7,19.9,94,23.5
2018/4/1 21:30,7539.23968,22.2,18.7,19.9,94,23.5
2018/4/1 21:45,7321.649728,22.2,18.7,19.9,94,23.5
2018/4/1 22:00,7140.102784,22.2,18.7,19.9,94,23.5
2018/4/1 22:15,6930.749728,22.2,18.7,19.9,94,23.5
2018/4/1 22:30,6761.64016,22.2,18.7,19.9,94,23.5
2018/4/1 22:45,6495.393472,22.2,18.7,19.9,94,23.5
2018/4/1 23:00,6265.50064,22.2,18.7,19.9,94,23.5
2018/4/1 23:15,5979.815296,22.2,18.7,19.9,94,23.5
2018/4/1 23:30,5722.90096,22.2,18.7,19.9,94,23.5
2018/4/1 23:45,5520.231232,22.2,18.7,19.9,94,23.5
2018/4/2 0:00,5352.882304,22.8,17.9,19.6,91,38.5
2018/4/2 0:15,5248.917856,22.8,17.9,19.6,91,38.5
2018/4/2 0:30,5189.84176,22.8,17.9,19.6,91,38.5
2018/4/2 0:45,5144.766208,22.8,17.9,19.6,91,38.5
2018/4/2 1:00,5085.0016,22.8,17.9,19.6,91,38.5
2018/4/2 1:15,5028.153952,22.8,17.9,19.6,91,38.5
2018/4/2 1:30,5010.948928,22.8,17.9,19.6,91,38.5
2018/4/2 1:45,4975.882624,22.8,17.9,19.6,91,38.5
2018/4/2 2:00,4930.748608,22.8,17.9,19.6,91,38.5
2018/4/2 2:15,4894.457536,22.8,17.9,19.6,91,38.5
2018/4/2 2:30,4882.046848,22.8,17.9,19.6,91,38.5
2018/4/2 2:45,4857.129088,22.8,17.9,19.6,91,38.5
2018/4/2 3:00,4821.350272,22.8,17.9,19.6,91,38.5
2018/4/2 3:15,4794.265984,22.8,17.9,19.6,91,38.5
2018/4/2 3:30,4757.344864,22.8,17.9,19.6,91,38.5
2018/4/2 3:45,4753.786528,22.8,17.9,19.6,91,38.5
2018/4/2 4:00,4735.437856,22.8,17.9,19.6,91,38.5
2018/4/2 4:15,4714.692832,22.8,17.9,19.6,91,38.5
2018/4/2 4:30,4683.433792,22.8,17.9,19.6,91,38.5
2018/4/2 4:45,4676.69968,22.8,17.9,19.6,91,38.5
2018/4/2 5:00,4671.025984,22.8,17.9,19.6,91,38.5
2018/4/2 5:15,4656.014656,22.8,17.9,19.6,91,38.5
2018/4/2 5:30,4686.58192,22.8,17.9,19.6,91,38.5
2018/4/2 5:45,4710.329728,22.8,17.9,19.6,91,38.5
2018/4/2 6:00,4742.85856,22.8,17.9,19.6,91,38.5
2018/4/2 6:15,4836.054976,22.8,17.9,19.6,91,38.5
2018/4/2 6:30,4920.817216,22.8,17.9,19.6,91,38.5
2018/4/2 6:45,5048.769088,22.8,17.9,19.6,91,38.5
2018/4/2 7:00,5165.304064,22.8,17.9,19.6,91,38.5
2018/4/2 7:15,5343.815296,22.8,17.9,19.6,91,38.5
2018/4/2 7:30,5549.632192,22.8,17.9,19.6,91,38.5
2018/4/2 7:45,5931.750112,22.8,17.9,19.6,91,38.5
2018/4/2 8:00,6734.193472,22.8,17.9,19.6,91,38.5
2018/4/2 8:15,7716.526528,22.8,17.9,19.6,91,38.5
2018/4/2 8:30,8024.28064,22.8,17.9,19.6,91,38.5
2018/4/2 8:45,8239.734976,22.8,17.9,19.6,91,38.5
2018/4/2 9:00,8346.112192,22.8,17.9,19.6,91,38.5
2018/4/2 9:15,8471.332192,22.8,17.9,19.6,91,38.5
2018/4/2 9:30,8551.136896,22.8,17.9,19.6,91,38.5
2018/4/2 9:45,8607.330592,22.8,17.9,19.6,91,38.5
2018/4/2 10:00,8675.543104,22.8,17.9,19.6,91,38.5
2018/4/2 10:15,8750.891872,22.8,17.9,19.6,91,38.5
2018/4/2 10:30,8852.148448,22.8,17.9,19.6,91,38.5
2018/4/2 10:45,8901.353152,22.8,17.9,19.6,91,38.5
2018/4/2 11:00,8914.332832,22.8,17.9,19.6,91,38.5
2018/4/2 11:15,8849.49808,22.8,17.9,19.6,91,38.5
2018/4/2 11:30,8676.794656,22.8,17.9,19.6,91,38.5
2018/4/2 11:45,8276.39968,22.8,17.9,19.6,91,38.5
2018/4/2 12:00,7297.497856,22.8,17.9,19.6,91,38.5
2018/4/2 12:15,6475.750912,22.8,17.9,19.6,91,38.5
2018/4/2 12:30,6428.948608,22.8,17.9,19.6,91,38.5
2018/4/2 12:45,6435.333952,22.8,17.9,19.6,91,38.5
2018/4/2 13:00,6541.987168,22.8,17.9,19.6,91,38.5
2018/4/2 13:15,6702.562624,22.8,17.9,19.6,91,38.5
2018/4/2 13:30,7248.77872,22.8,17.9,19.6,91,38.5
2018/4/2 13:45,7983.21904,22.8,17.9,19.6,91,38.5
2018/4/2 14:00,8176.88032,22.8,17.9,19.6,91,38.5
2018/4/2 14:15,8345.686528,22.8,17.9,19.6,91,38.5
2018/4/2 14:30,8430.170272,22.8,17.9,19.6,91,38.5
2018/4/2 14:45,8478.713152,22.8,17.9,19.6,91,38.5
2018/4/2 15:00,8527.950592,22.8,17.9,19.6,91,38.5
2018/4/2 15:15,8566.584064,22.8,17.9,19.6,91,38.5
2018/4/2 15:30,8620.129408,22.8,17.9,19.6,91,38.5
2018/4/2 15:45,8694.142144,22.8,17.9,19.6,91,38.5
2018/4/2 16:00,8772.915616,22.8,17.9,19.6,91,38.5
2018/4/2 16:15,8861.854336,22.8,17.9,19.6,91,38.5
2018/4/2 16:30,8925.363424,22.8,17.9,19.6,91,38.5
2018/4/2 16:45,8881.275616,22.8,17.9,19.6,91,38.5
2018/4/2 17:00,8833.791232,22.8,17.9,19.6,91,38.5
2018/4/2 17:15,8730.564064,22.8,17.9,19.6,91,38.5
2018/4/2 17:30,8167.645024,22.8,17.9,19.6,91,38.5
2018/4/2 17:45,7640.16016,22.8,17.9,19.6,91,38.5
2018/4/2 18:00,7470.592672,22.8,17.9,19.6,91,38.5
2018/4/2 18:15,7467.931072,22.8,17.9,19.6,91,38.5
2018/4/2 18:30,7678.051072,22.8,17.9,19.6,91,38.5
2018/4/2 18:45,8089.691872,22.8,17.9,19.6,91,38.5
2018/4/2 19:00,8267.752192,22.8,17.9,19.6,91,38.5
2018/4/2 19:15,8370.05968,22.8,17.9,19.6,91,38.5
2018/4/2 19:30,8349.65872,22.8,17.9,19.6,91,38.5
2018/4/2 19:45,8277.525664,22.8,17.9,19.6,91,38.5
2018/4/2 20:00,8156.629408,22.8,17.9,19.6,91,38.5
2018/4/2 20:15,8116.822144,22.8,17.9,19.6,91,38.5
2018/4/2 20:30,8111.19904,22.8,17.9,19.6,91,38.5
2018/4/2 20:45,8073.106528,22.8,17.9,19.6,91,38.5
2018/4/2 21:00,7909.75984,22.8,17.9,19.6,91,38.5
2018/4/2 21:15,7770.507808,22.8,17.9,19.6,91,38.5
2018/4/2 21:30,7623.942784,22.8,17.9,19.6,91,38.5
2018/4/2 21:45,7463.103904,22.8,17.9,19.6,91,38.5
2018/4/2 22:00,7238.814976,22.8,17.9,19.6,91,38.5
2018/4/2 22:15,7049.993632,22.8,17.9,19.6,91,38.5
2018/4/2 22:30,6841.150048,22.8,17.9,19.6,91,38.5
2018/4/2 22:45,6598.11904,22.8,17.9,19.6,91,38.5
2018/4/2 23:00,6340.584064,22.8,17.9,19.6,91,38.5
2018/4/2 23:15,6046.004704,22.8,17.9,19.6,91,38.5
2018/4/2 23:30,5855.764864,22.8,17.9,19.6,91,38.5
2018/4/2 23:45,5601.087328,22.8,17.9,19.6,91,38.5
2018/4/3 0:00,5425.704064,24.9,18.4,20.6,90,81.5
2018/4/3 0:15,5326.411552,24.9,18.4,20.6,90,81.5
2018/4/3 0:30,5274.747328,24.9,18.4,20.6,90,81.5
2018/4/3 0:45,5238.217696,24.9,18.4,20.6,90,81.5
2018/4/3 1:00,5170.54096,24.9,18.4,20.6,90,81.5
2018/4/3 1:15,5149.531072,24.9,18.4,20.6,90,81.5
2018/4/3 1:30,5109.33856,24.9,18.4,20.6,90,81.5
2018/4/3 1:45,5069.290048,24.9,18.4,20.6,90,81.5
2018/4/3 2:00,5027.274016,24.9,18.4,20.6,90,81.5
2018/4/3 2:15,5027.571712,24.9,18.4,20.6,90,81.5
2018/4/3 2:30,4997.25904,24.9,18.4,20.6,90,81.5
2018/4/3 2:45,4925.924704,24.9,18.4,20.6,90,81.5
2018/4/3 3:00,4893.093472,24.9,18.4,20.6,90,81.5
2018/4/3 3:15,4869.567808,24.9,18.4,20.6,90,81.5
2018/4/3 3:30,4850.522464,24.9,18.4,20.6,90,81.5
2018/4/3 3:45,4797.376096,24.9,18.4,20.6,90,81.5
2018/4/3 4:00,4790.446528,24.9,18.4,20.6,90,81.5
2018/4/3 4:15,4778.957056,24.9,18.4,20.6,90,81.5
2018/4/3 4:30,4766.631232,24.9,18.4,20.6,90,81.5
2018/4/3 4:45,4756.444384,24.9,18.4,20.6,90,81.5
2018/4/3 5:00,4768.945984,24.9,18.4,20.6,90,81.5
2018/4/3 5:15,4765.843744,24.9,18.4,20.6,90,81.5
2018/4/3 5:30,4761.676576,24.9,18.4,20.6,90,81.5
2018/4/3 5:45,4781.269888,24.9,18.4,20.6,90,81.5
2018/4/3 6:00,4817.077696,24.9,18.4,20.6,90,81.5
2018/4/3 6:15,4944.351232,24.9,18.4,20.6,90,81.5
2018/4/3 6:30,5010.165184,24.9,18.4,20.6,90,81.5
2018/4/3 6:45,5103.017056,24.9,18.4,20.6,90,81.5
2018/4/3 7:00,5254.135456,24.9,18.4,20.6,90,81.5
2018/4/3 7:15,5384.973472,24.9,18.4,20.6,90,81.5
2018/4/3 7:30,5613.466528,24.9,18.4,20.6,90,81.5
2018/4/3 7:45,5995.570432,24.9,18.4,20.6,90,81.5
2018/4/3 8:00,6892.114816,24.9,18.4,20.6,90,81.5
2018/4/3 8:15,7800.888448,24.9,18.4,20.6,90,81.5
2018/4/3 8:30,8156.772832,24.9,18.4,20.6,90,81.5
2018/4/3 8:45,8374.313152,24.9,18.4,20.6,90,81.5
2018/4/3 9:00,8484.42064,24.9,18.4,20.6,90,81.5
2018/4/3 9:15,8577.751552,24.9,18.4,20.6,90,81.5
2018/4/3 9:30,8636.363104,24.9,18.4,20.6,90,81.5
2018/4/3 9:45,8732.471872,24.9,18.4,20.6,90,81.5
2018/4/3 10:00,8773.512832,24.9,18.4,20.6,90,81.5
2018/4/3 10:15,8816.50096,24.9,18.4,20.6,90,81.5
2018/4/3 10:30,8880.72064,24.9,18.4,20.6,90,81.5
2018/4/3 10:45,8893.529728,24.9,18.4,20.6,90,81.5
2018/4/3 11:00,8883.712192,24.9,18.4,20.6,90,81.5
2018/4/3 11:15,8842.390048,24.9,18.4,20.6,90,81.5
2018/4/3 11:30,8636.017216,24.9,18.4,20.6,90,81.5
2018/4/3 11:45,8242.552192,24.9,18.4,20.6,90,81.5
2018/4/3 12:00,7258.922464,24.9,18.4,20.6,90,81.5
2018/4/3 12:15,6471.462784,24.9,18.4,20.6,90,81.5
2018/4/3 12:30,6456.196096,24.9,18.4,20.6,90,81.5
2018/4/3 12:45,6496.815136,24.9,18.4,20.6,90,81.5
2018/4/3 13:00,6587.992192,24.9,18.4,20.6,90,81.5
2018/4/3 13:15,6740.872672,24.9,18.4,20.6,90,81.5
2018/4/3 13:30,7291.71904,24.9,18.4,20.6,90,81.5
2018/4/3 13:45,8024.4784,24.9,18.4,20.6,90,81.5
2018/4/3 14:00,8224.184704,24.9,18.4,20.6,90,81.5
2018/4/3 14:15,8379.131872,24.9,18.4,20.6,90,81.5
2018/4/3 14:30,8436.266848,24.9,18.4,20.6,90,81.5
2018/4/3 14:45,8472.532192,24.9,18.4,20.6,90,81.5
2018/4/3 15:00,8520.604384,24.9,18.4,20.6,90,81.5
2018/4/3 15:15,8536.377856,24.9,18.4,20.6,90,81.5
2018/4/3 15:30,8568.177856,24.9,18.4,20.6,90,81.5
2018/4/3 15:45,8643.15808,24.9,18.4,20.6,90,81.5
2018/4/3 16:00,8694.523744,24.9,18.4,20.6,90,81.5
2018/4/3 16:15,8759.951872,24.9,18.4,20.6,90,81.5
2018/4/3 16:30,8797.665664,24.9,18.4,20.6,90,81.5
2018/4/3 16:45,8739.802144,24.9,18.4,20.6,90,81.5
2018/4/3 17:00,8624.506528,24.9,18.4,20.6,90,81.5
2018/4/3 17:15,8476.534336,24.9,18.4,20.6,90,81.5
2018/4/3 17:30,7962.0184,24.9,18.4,20.6,90,81.5
2018/4/3 17:45,7435.824064,24.9,18.4,20.6,90,81.5
2018/4/3 18:00,7362.589888,24.9,18.4,20.6,90,81.5
2018/4/3 18:15,7518.225184,24.9,18.4,20.6,90,81.5
2018/4/3 18:30,7786.79872,24.9,18.4,20.6,90,81.5
2018/4/3 18:45,8202.290272,24.9,18.4,20.6,90,81.5
2018/4/3 19:00,8356.131232,24.9,18.4,20.6,90,81.5
2018/4/3 19:15,8490.244384,24.9,18.4,20.6,90,81.5
2018/4/3 19:30,8509.384384,24.9,18.4,20.6,90,81.5
2018/4/3 19:45,8385.51904,24.9,18.4,20.6,90,81.5
2018/4/3 20:00,8270.822464,24.9,18.4,20.6,90,81.5
2018/4/3 20:15,8221.405984,24.9,18.4,20.6,90,81.5
2018/4/3 20:30,8211.368128,24.9,18.4,20.6,90,81.5
2018/4/3 20:45,8181.749728,24.9,18.4,20.6,90,81.5
2018/4/3 21:00,8032.182784,24.9,18.4,20.6,90,81.5
2018/4/3 21:15,7893.650272,24.9,18.4,20.6,90,81.5
2018/4/3 21:30,7740.049888,24.9,18.4,20.6,90,81.5
2018/4/3 21:45,7552.382464,24.9,18.4,20.6,90,81.5
2018/4/3 22:00,7376.602624,24.9,18.4,20.6,90,81.5
2018/4/3 22:15,7189.627168,24.9,18.4,20.6,90,81.5
2018/4/3 22:30,6968.04016,24.9,18.4,20.6,90,81.5
2018/4/3 22:45,6702.58,24.9,18.4,20.6,90,81.5
2018/4/3 23:00,6478.3984,24.9,18.4,20.6,90,81.5
2018/4/3 23:15,6180.449728,24.9,18.4,20.6,90,81.5
2018/4/3 23:30,5943.368128,24.9,18.4,20.6,90,81.5
2018/4/3 23:45,5715.749728,24.9,18.4,20.6,90,81.5
2018/4/4 0:00,5534.7016,25.4,19,21.6,77,0
2018/4/4 0:15,5445.29968,25.4,19,21.6,77,0
2018/4/4 0:30,5364.734656,25.4,19,21.6,77,0
2018/4/4 0:45,5312.723584,25.4,19,21.6,77,0
2018/4/4 1:00,5240.267008,25.4,19,21.6,77,0
2018/4/4 1:15,5194.296736,25.4,19,21.6,77,0
2018/4/4 1:30,5144.210752,25.4,19,21.6,77,0
2018/4/4 1:45,5127.129088,25.4,19,21.6,77,0
2018/4/4 2:00,5083.78144,25.4,19,21.6,77,0
2018/4/4 2:15,5067.364864,25.4,19,21.6,77,0
2018/4/4 2:30,5022.927808,25.4,19,21.6,77,0
2018/4/4 2:45,4994.557216,25.4,19,21.6,77,0
2018/4/4 3:00,4970.652352,25.4,19,21.6,77,0
2018/4/4 3:15,4925.676256,25.4,19,21.6,77,0
2018/4/4 3:30,4910.365984,25.4,19,21.6,77,0
2018/4/4 3:45,4885.791232,25.4,19,21.6,77,0
2018/4/4 4:00,4870.474816,25.4,19,21.6,77,0
2018/4/4 4:15,4848.44128,25.4,19,21.6,77,0
2018/4/4 4:30,4833.302464,25.4,19,21.6,77,0
2018/4/4 4:45,4832.52016,25.4,19,21.6,77,0
2018/4/4 5:00,4794.10096,25.4,19,21.6,77,0
2018/4/4 5:15,4810.704544,25.4,19,21.6,77,0
2018/4/4 5:30,4817.17888,25.4,19,21.6,77,0
2018/4/4 5:45,4850.084704,25.4,19,21.6,77,0
2018/4/4 6:00,4871.056576,25.4,19,21.6,77,0
2018/4/4 6:15,4983.317536,25.4,19,21.6,77,0
2018/4/4 6:30,5071.396576,25.4,19,21.6,77,0
2018/4/4 6:45,5180.187328,25.4,19,21.6,77,0
2018/4/4 7:00,5264.194336,25.4,19,21.6,77,0
2018/4/4 7:15,5383.150432,25.4,19,21.6,77,0
2018/4/4 7:30,5626.117216,25.4,19,21.6,77,0
2018/4/4 7:45,5963.19808,25.4,19,21.6,77,0
2018/4/4 8:00,6786.988768,25.4,19,21.6,77,0
2018/4/4 8:15,7691.505184,25.4,19,21.6,77,0
2018/4/4 8:30,7995.883744,25.4,19,21.6,77,0
2018/4/4 8:45,8183.165344,25.4,19,21.6,77,0
2018/4/4 9:00,8268.22192,25.4,19,21.6,77,0
2018/4/4 9:15,8379.011872,25.4,19,21.6,77,0
2018/4/4 9:30,8413.014976,25.4,19,21.6,77,0
2018/4/4 9:45,8489.854336,25.4,19,21.6,77,0
2018/4/4 10:00,8531.663104,25.4,19,21.6,77,0
2018/4/4 10:15,8580.650272,25.4,19,21.6,77,0
2018/4/4 10:30,8649.757216,25.4,19,21.6,77,0
2018/4/4 10:45,8677.266208,25.4,19,21.6,77,0
2018/4/4 11:00,8669.247808,25.4,19,21.6,77,0
2018/4/4 11:15,8614.38064,25.4,19,21.6,77,0
2018/4/4 11:30,8445.737536,25.4,19,21.6,77,0
2018/4/4 11:45,7998.268768,25.4,19,21.6,77,0
2018/4/4 12:00,7083.572512,25.4,19,21.6,77,0
2018/4/4 12:15,6335.832352,25.4,19,21.6,77,0
2018/4/4 12:30,6311.568448,25.4,19,21.6,77,0
2018/4/4 12:45,6365.664064,25.4,19,21.6,77,0
2018/4/4 13:00,6450.007168,25.4,19,21.6,77,0
2018/4/4 13:15,6635.249728,25.4,19,21.6,77,0
2018/4/4 13:30,7190.723584,25.4,19,21.6,77,0
2018/4/4 13:45,7879.614016,25.4,19,21.6,77,0
2018/4/4 14:00,8047.515616,25.4,19,21.6,77,0
2018/4/4 14:15,8187.6184,25.4,19,21.6,77,0
2018/4/4 14:30,8241.335296,25.4,19,21.6,77,0
2018/4/4 14:45,8249.956576,25.4,19,21.6,77,0
2018/4/4 15:00,8266.096576,25.4,19,21.6,77,0
2018/4/4 15:15,8296.196896,25.4,19,21.6,77,0
2018/4/4 15:30,8365.065664,25.4,19,21.6,77,0
2018/4/4 15:45,8395.931872,25.4,19,21.6,77,0
2018/4/4 16:00,8468.693152,25.4,19,21.6,77,0
2018/4/4 16:15,8507.825344,25.4,19,21.6,77,0
2018/4/4 16:30,8487.968128,25.4,19,21.6,77,0
2018/4/4 16:45,8419.808128,25.4,19,21.6,77,0
2018/4/4 17:00,8296.7584,25.4,19,21.6,77,0
2018/4/4 17:15,8036.257216,25.4,19,21.6,77,0
2018/4/4 17:30,7455.047488,25.4,19,21.6,77,0
2018/4/4 17:45,6995.872192,25.4,19,21.6,77,0
2018/4/4 18:00,6891.984064,25.4,19,21.6,77,0
2018/4/4 18:15,6965.573632,25.4,19,21.6,77,0
2018/4/4 18:30,7177.09888,25.4,19,21.6,77,0
2018/4/4 18:45,7425.63856,25.4,19,21.6,77,0
2018/4/4 19:00,7541.69968,25.4,19,21.6,77,0
2018/4/4 19:15,7566.0184,25.4,19,21.6,77,0
2018/4/4 19:30,7496.415136,25.4,19,21.6,77,0
2018/4/4 19:45,7432.40128,25.4,19,21.6,77,0
2018/4/4 20:00,7292.486368,25.4,19,21.6,77,0
2018/4/4 20:15,7225.463584,25.4,19,21.6,77,0
2018/4/4 20:30,7196.853952,25.4,19,21.6,77,0
2018/4/4 20:45,7170.509728,25.4,19,21.6,77,0
2018/4/4 21:00,6997.955296,25.4,19,21.6,77,0
2018/4/4 21:15,6951.031072,25.4,19,21.6,77,0
2018/4/4 21:30,6836.528608,25.4,19,21.6,77,0
2018/4/4 21:45,6705.66112,25.4,19,21.6,77,0
2018/4/4 22:00,6607.297216,25.4,19,21.6,77,0
2018/4/4 22:15,6470.432512,25.4,19,21.6,77,0
2018/4/4 22:30,6317.925184,25.4,19,21.6,77,0
2018/4/4 22:45,6128.8816,25.4,19,21.6,77,0
2018/4/4 23:00,5954.8816,25.4,19,21.6,77,0
2018/4/4 23:15,5699.406688,25.4,19,21.6,77,0
2018/4/4 23:30,5511.710272,25.4,19,21.6,77,0
2018/4/4 23:45,5279.514016,25.4,19,21.6,77,0
2018/4/5 0:00,5105.030272,27.3,16.4,21.3,65,0
2018/4/5 0:15,5010.389728,27.3,16.4,21.3,65,0
2018/4/5 0:30,4892.97904,27.3,16.4,21.3,65,0
2018/4/5 0:45,4833.696736,27.3,16.4,21.3,65,0
2018/4/5 1:00,4748.212672,27.3,16.4,21.3,65,0
2018/4/5 1:15,4688.451232,27.3,16.4,21.3,65,0
2018/4/5 1:30,4622.14096,27.3,16.4,21.3,65,0
2018/4/5 1:45,4572.937216,27.3,16.4,21.3,65,0
2018/4/5 2:00,4514.557216,27.3,16.4,21.3,65,0
